Run,PTEV,PTES,NumSlots,NumAttributes,NumDaysBefore,NumDaysAfter,EventFrequency,RuminationFrequency,Time,ChunkV,Traumatic,ChunkSimilarity,BLL,IMAGINAL-ACTIVATION,RT
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13802521.0000,3.6889,1.0000,0.5000,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13779300.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13775100.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13773000.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13771201.0000,3.6889,1.0000,0.0000,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13770540.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13770300.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13769581.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13764121.0000,3.6889,1.0000,0.0000,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13763640.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13763460.0000,3.6889,1.0000,0.0000,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13762740.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13758180.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13756441.0000,3.6889,1.0000,0.3750,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13755000.0000,3.6889,1.0000,0.0000,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13754880.0000,3.6889,1.0000,0.3750,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13754521.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13753201.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13752720.0000,3.6889,1.0000,0.6250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13751640.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13750860.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13750381.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13747380.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13745100.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13710480.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13701900.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13700940.0000,3.6889,1.0000,0.0000,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13686420.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13677780.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13677180.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13675860.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13675740.0000,3.6889,1.0000,0.3750,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13672860.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13671961.0000,3.6889,1.0000,0.1250,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13671540.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13670341.0000,3.6889,1.0000,0.2500,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13669080.0000,3.6889,1.0000,0.3750,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13667160.0000,3.6889,1.0000,0.0000,0.6000,2.5000,0.0000
0.0000,40.0000,0.7500,8.0000,3.0000,100.0000,60.0000,20.0000,0.0000,13663380.0000,3.6889,1.0000,0.0000,0.6000,2.5000,0.0000
