Run,PTEV,PTES,NumSlots,NumAttributes,NumDaysBefore,NumDaysAfter,EventFrequency,RuminationFrequency,Time,ChunkV,Traumatic,ChunkSimilarity,BLL,IMAGINAL-ACTIVATION,RT
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13802522.0000,0.0000,0.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13779300.0000,3.6889,1.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13775101.0000,0.6188,0.0000,0.6250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13773001.0000,0.4806,0.0000,0.6250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13771201.0000,3.6889,1.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13770540.0000,3.6889,1.0000,0.1250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13770300.0000,3.6889,1.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13769582.0000,0.5537,0.0000,0.6250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13764121.0000,3.6889,1.0000,0.1250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13763640.0000,3.6889,1.0000,0.1250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13763460.0000,3.6889,1.0000,0.1250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13758181.0000,0.0000,0.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13756441.0000,3.6889,1.0000,0.1250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13755000.0000,3.6889,1.0000,0.1250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13754881.0000,3.6889,1.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13754521.0000,3.6889,1.0000,0.1250,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13750382.0000,0.0000,0.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13747381.0000,0.0000,0.0000,0.0000,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13745100.0000,3.6889,1.0000,0.2500,0.7000,10.0000,0.0000
0.0000,40.0000,0.5000,8.0000,6.0000,100.0000,60.0000,20.0000,0.0000,13710480.0000,3.6889,1.0000,0.2500,0.7000,10.0000,0.0000
