Run,PTEV,PTES,NumSlots,NumAttributes,Time,ChunkV,Traumatic,ChunkSimilarity,BLL,IMAGINAL-ACTIVATION
61.0,1.0,1.0,6.0,6.0,122400.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,121200.,.3524,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,120000.,-.165,0.0,.6667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,118800.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,117600.,.6276,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,116400.,.6449,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,115200.,-.041,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,114000.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,112800.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,111600.,.4241,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,110400.,-.273,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,109200.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,108000.,.6238,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,106800.,.3829,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,105600.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,104400.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,103200.,.4241,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,102000.,.5379,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,100800.,.4241,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,99600.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,98400.,-.017,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,97200.,.6044,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,96000.,.2979,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,94800.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,93600.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,92400.,.3017,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,91200.,.6276,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,90000.,-.026,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,88800.,.3017,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,87600.,.2979,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,86400.,.5824,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,85200.,.2979,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,84000.,.5474,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,82800.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,81600.,0.106,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,80400.,.5557,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,79200.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,78000.,.5824,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,76800.,.5966,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,75600.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,74400.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,73200.,0.424,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,72000.,.3866,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,70800.,.3017,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,69600.,.1001,0.0,.6667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,68400.,.1062,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,67200.,.5824,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,66000.,.6276,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,64800.,-.041,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,63600.,.3866,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,62400.,.2737,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,61200.,-.693,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,60000.,.2979,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,58800.,.3017,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,57600.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,56400.,.6449,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,55200.,.3866,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,54000.,-.041,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,52800.,.5379,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,51600.,-.837,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,50400.,-.026,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,49200.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,48000.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,46800.,0.588,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,45600.,-.017,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,44400.,.1062,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,43200.,.5379,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,42000.,0.106,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,40800.,.1001,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,39600.,.6449,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,38400.,.6449,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,37200.,.5422,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,36000.,0.106,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,34800.,-.197,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,33600.,.0687,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,32400.,-.693,0.0,.6667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,31200.,.6276,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,30000.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,28800.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,27600.,.3017,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,26400.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,25200.,.0927,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,24000.,.6276,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,22800.,.0927,0.0,.6667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,21600.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,20400.,-.041,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,19200.,-.041,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,18000.,.1062,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,16800.,-.026,0.0,.6667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,15600.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,14400.,-.026,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,13200.,.6276,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,12000.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,10800.,.1062,0.0,.6667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,9600.,-.041,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,8400.,.4241,0.0,.1667,0.3,5.0
61.0,1.0,1.0,6.0,6.0,7201.,0.0,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,6000.,.4241,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,4800.,-.041,0.0,0.0,0.3,5.0
61.0,1.0,1.0,6.0,6.0,3601.,.4241,0.0,.3333,0.3,5.0
61.0,1.0,1.0,6.0,6.0,2401.,.4241,0.0,0.5,0.3,5.0
61.0,1.0,1.0,6.0,6.0,1.1,0.0,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,199200.,.3124,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,198000.,.4674,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,196800.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,195600.,0.605,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,194400.,0.581,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,193200.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,192000.,.3124,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,190800.,0.581,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,189600.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,188400.,.4097,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,187200.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,186000.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,184800.,.2762,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,183600.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,182400.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,181200.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,180000.,.6449,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,178800.,.4097,0.0,.8333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,177600.,.3244,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,176400.,0.581,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,175200.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,174000.,0.467,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,172800.,.4142,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,171600.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,170400.,0.581,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,169200.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,168000.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,166800.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,165600.,0.423,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,164400.,0.467,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,163200.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,162000.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,160800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,159600.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,158400.,.3652,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,157200.,.5184,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,156000.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,154800.,-.161,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,153600.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,152400.,.6443,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,151200.,.6208,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,150000.,.6767,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,148800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,147600.,0.623,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,146400.,.5032,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,145200.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,144000.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,142800.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,141600.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,140400.,.4766,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,139200.,.1151,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,138000.,.4674,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,136800.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,135600.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,134400.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,133200.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,132000.,.6751,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,130800.,.1429,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,129600.,0.581,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,128400.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,127200.,.6462,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,126000.,.6494,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,124800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,123600.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,122400.,.3479,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,121200.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,120000.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,118800.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,117600.,-.047,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,116400.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,115200.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,114000.,.4674,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,112800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,111600.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,110400.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,109200.,.6494,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,108000.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,106800.,.2463,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,105600.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,104400.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,103200.,.0951,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,102000.,.4097,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,100800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,99600.,.6799,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,98400.,.0951,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,97200.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,96000.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,94800.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,93600.,.6767,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,92400.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,91200.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,90000.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,88800.,0.581,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,87600.,.3794,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,86400.,.2116,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,85200.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,84000.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,82800.,-.061,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,81600.,.5184,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,80400.,0.467,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,79200.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,78000.,.2235,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,76800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,75600.,0.467,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,74400.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,73200.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,72000.,.3652,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,70800.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,69600.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,68400.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,67200.,.5184,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,66000.,0.467,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,64800.,.6751,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,63600.,-.567,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,62400.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,61200.,0.467,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,60000.,.4752,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,58800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,57600.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,56400.,0.467,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,55200.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,54000.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,52800.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,51600.,.6462,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,50400.,0.605,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,49200.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,48000.,.4142,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,46800.,.3652,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,45600.,.6462,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,44400.,.4097,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,43200.,0.605,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,42000.,.6751,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,40800.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,39600.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,38400.,.6751,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,37200.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,36000.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,34800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,33600.,.4766,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,32400.,.4142,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,31200.,0.581,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,30000.,0.605,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,28800.,-1.3,0.0,.8333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,27600.,0.605,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,26400.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,25200.,.4766,0.0,.6667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,24000.,.1429,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,22800.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,21600.,0.467,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,20400.,.6799,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,19200.,.4097,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,18000.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,16800.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,15600.,.2583,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,14400.,.4097,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,13200.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,12000.,-.261,0.0,0.0,0.3,5.0
60.0,1.0,1.0,6.0,6.0,10800.,0.605,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,9601.,.4097,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,8401.,0.581,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,7200.,0.581,0.0,.3333,0.3,5.0
60.0,1.0,1.0,6.0,6.0,6000.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,4800.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,3600.,0.605,0.0,.1667,0.3,5.0
60.0,1.0,1.0,6.0,6.0,2400.,0.605,0.0,0.5,0.3,5.0
60.0,1.0,1.0,6.0,6.0,1.1,0.0,0.0,0.0,0.3,5.0
59.0,1.0,1.0,6.0,6.0,199200.,.1797,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,198000.,.6415,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,196800.,0.361,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,195600.,.6753,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,194400.,.1002,0.0,.6667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,193200.,.1528,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,192000.,.1528,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,190800.,.1528,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,189600.,.6753,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,188400.,.6844,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,187200.,.5718,0.0,.6667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,186000.,.6649,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,184800.,.6753,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,183600.,.6209,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,182400.,.5872,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,181200.,0.361,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,180000.,.2384,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,178800.,0.361,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,177600.,0.361,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,176400.,.6801,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,175200.,.5322,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,174000.,-.159,0.0,.6667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,172800.,.6283,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,171600.,-0.4,0.0,.6667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,170400.,0.655,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,169200.,0.361,0.0,0.0,0.3,5.0
59.0,1.0,1.0,6.0,6.0,168000.,-.512,0.0,.6667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,166800.,.2809,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,165600.,-.751,0.0,.6667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,164400.,0.098,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,163200.,.5322,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,162000.,0.361,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,160800.,.5718,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,159600.,.6209,0.0,.6667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,158400.,0.618,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,157200.,.6245,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,156000.,-.357,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,154800.,-.023,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,153600.,.6595,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,152400.,.5718,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,151200.,.6595,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,150000.,.5872,0.0,.8333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,148800.,.5322,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,147600.,.6396,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,146400.,.6595,0.0,.3333,0.3,5.0
59.0,1.0,1.0,6.0,6.0,145200.,.6245,0.0,0.5,0.3,5.0
59.0,1.0,1.0,6.0,6.0,144000.,.6595,0.0,.1667,0.3,5.0
59.0,1.0,1.0,6.0,6.0,142800.,.1528,0.0,0.5,0.3,5.0
