Run, PTEV, PTES, NumSlots, NumAttributes, Time, ChunkV, ChunkSimilarity
  0.0,   1.0,   0.0,   6.0,   6.0, 10925100., .6541,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10917000., .5136,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10906020., 0.214,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10904040., .5718,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10902420., .6836,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10891020., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10889820., .5022,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10847460., .6706,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10834320., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10824960., .5718,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10820880., .3237,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10818900., .3711,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10817640., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10814100., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10809241., .6562,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10749360., .6787,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10733401., .5765,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10731300., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10728120., 0.603,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10725420., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10719301., .5718,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10690020., .5644,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10683660., .1722,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10672200., .5646,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10666500., .4775,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10655880., .4893,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10654860., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10651620., .4705,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10641602.,   0.0,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10640581., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10639200., .6787,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10631760., .5056,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10595460., .6562,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10574760., .6909,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10565520., .6515,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10559641., .5644,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10558560., .5604,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10558021., .5361,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10552141., .3317,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10546081., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10542600., .6515,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10474500., .4195,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10464480., .5609,   0.0,   1.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10464360., .6787,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10410000., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10397340., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10393140., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10383301., 0.686,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10383180., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10380000., -.479,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10378080., .6515,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10375260., .5361,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10333381., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10315740., .4121,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 10309500., .3736,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10308060., .5136,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10307640., .3522,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10301280., .6315,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10298521., .5718,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10291621., .3674,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10288921., .5981,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10287301., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10233241., .6743,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10227300., .6562,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10226341., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10224060., .5604,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10219560., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10216080., -0.94,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10213680., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10204081., .5718,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10201260., .1384,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10200001., .5981,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10198261., .5718,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10182240., .5415,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10150981., 0.686,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10144980., .6892,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10137780., .4954,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10135740., .6515,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 10134901., -.258,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10123561., .4596,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10121761., .6855,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10121220., .1198,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10114620., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10076520., .4014,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10062900., .0505,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10055340., .4625,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10055161., .5981,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10053600., .3622,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 10044720., .5361,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 10042740., .5718,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10035961., .6787,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 10034401.,   0.0,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 10033680., .6515,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10029840., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 10028161., .6706,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9959881., -.258,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9950701., .5097,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9946980., .5718,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9945480., .5981,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9944821., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9938280., .6675,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9937441., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9877140., .5994,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9872461., .6836,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9871080., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9859500., .4778,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9858000., 0.673,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9856740., .3317,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9855660., .6892,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9854760., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9842821., .4705,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9822661., .6463,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9812700., .4705,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9801180., .6515,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9789421., -.934,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 9788040., .5695,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9787980., -.934,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9786781., .6857,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9785820., .5604,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 9783000., .4705,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9780421., .5695,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9775380., .0242,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9773521., .5718,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9772620., .3997,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9771540., .4024,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 9766861., .5718,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9766261., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9730081., .4371,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9720780., .5644,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9715080., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9713101., .5609,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9711301., .5604,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9711241., .6857,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9706921., .4954,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9706320., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9700260., .6562,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9697080., .6463,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9695581., .4053,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 9694140., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9689761., .4775,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9689281., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9688200., .5022,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9684960., .4775,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9681840., .4954,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9639480., .6562,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9613500., .5136,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9609541., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9606901., .4596,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9552840., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9518520., .6662,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9509461., .5136,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9507181., .4775,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9505740., .6857,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9454321., .3674,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 9443400., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9439681., .2994,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9439620., .6857,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9439320., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9436260., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9436020., -.093,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 9432061., .5136,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9429600., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9429061., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9423960., .5718,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9423481., 0.634,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9421800., .6839,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9377640., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9373920., .6562,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9362820., .4024,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9358321., .6562,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9356820., .5981,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9347281., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9343020., .6463,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9342180., .4756,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9337080., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9279601., .5136,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9275641., .4775,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9273421., 0.673,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9271860., .0594,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9266940., .0594,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9260101., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9255720., .5718,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9251040., .5765,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9190681., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9190081., .5742,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 9174540., .3489,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9167460., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9164220., 0.294,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9162300., .1588,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 9162120., .6463,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9095040., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9090360., .4705,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9087301., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9075720., 0.634,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 9073800., .3522,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 9048481., .3674,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9036781., 0.673,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9031140., 0.393,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 9008100., .4034,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9006841., .2962,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 9004680., .6463,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8995741., .5981,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8994901., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8994541., .6706,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8993760., .6044,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8987520., .6645,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8935140., .3261,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8926921., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8921161., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8918760., .2701,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8914440., .4972,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8911080., .5718,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8859600., .6839,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8852641., .1515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8841600., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8834881., .6562,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8828881., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8825220., .6515,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8823541., .6645,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8818980., .4034,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8814840., .6515,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8760181., .5644,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8755200., .5644,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8748000., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8746380., .4034,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8745121., .3522,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8744581., .6515,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8741281., .4705,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8738940., .3261,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8738461., .4034,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8738100., .4034,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8738040., .3674,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8737261., .5136,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8735100., .6787,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8734621., .0385,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8669880., .6706,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8666460., .5136,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8664481., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8657760., .4705,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8654160., .4956,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8651280., .4956,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8650380., .6515,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8648941., .6836,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8648580., .6562,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8646301., .3674,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8642161., .0385,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8641561., .2451,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8640001., .4956,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 8598901., .5568,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8596500., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8584380., .1419,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8583780., .2962,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8580481., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8575321., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8571000., .5981,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8569500., 0.563,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8566500., .5718,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8519641., -.074,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8511180., .4705,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8496360., .2248,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8486580., .5981,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8486041., .5097,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8482500., .3204,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8482140., .4775,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 8441581., .5718,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8418181., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8414760., .6562,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8412121., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8406601., .6562,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 8399700., .6562,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 8396580., .6562,   0.0,   0.0
  0.0,   1.0,   0.0,   6.0,   6.0, 8391120., -.074,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8388900., .6839,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8388600., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8387640., .6787,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8315640., .3674,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8314620., .6787,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8311200., .5374,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8305140., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8298060., -0.02,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 8254860., .5469,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8239020., .4775,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8238120., .0973,   0.0, .8333
  0.0,   1.0,   0.0,   6.0,   6.0, 8232660., .6787,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8231520., .4775,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8230320., -.004,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8224500., .6787,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8223600., .4778,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8222460., -.034,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8222221., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8218860., -.004,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8152980., .5882,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8152740., .5022,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8149440., .2962,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8145180., .6463,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8144220., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8140560., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8137980., .4775,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8135760., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8134680., 0.378,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8134140., .5981,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8132640., .5981,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8131320., -.005,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8126220., .1871,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8125980., .6857,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8071380., .6515,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8047860., -.039,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8047800., 0.463,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 8044680., .5994,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 8040600., .5994,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 8039160., .0337,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 8038800., .6515,   0.0, .3333
  0.0,   1.0,   0.0,   6.0,   6.0, 7981800., .5718,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 7967460., .5568,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 7965600., .5361,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 7965060., 0.563,   0.0,   0.5
  0.0,   1.0,   0.0,   6.0,   6.0, 7963980., .6562,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 7962301., .5981,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 7959780., .3122,   0.0, .6667
  0.0,   1.0,   0.0,   6.0,   6.0, 7959600., .6857,   0.0, .1667
  0.0,   1.0,   0.0,   6.0,   6.0, 7955940., .2994,   0.0, .3333
