Run,PTEV,PTES,Gamma,NumSlots,NumAttributes,MemorySize,MemoryEntropy,NumDaysBefore,NumDaysAfter,EventFrequency,RuminationFrequency,Time,ChunkV,Traumatic,ChunkSimilarity,BLL,IMAGINAL-ACTIVATION,RT
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.6706,100.0000,60.0000,20.0000,20.0000,13802522.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.6459,100.0000,60.0000,20.0000,20.0000,13791721.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.5925,100.0000,60.0000,20.0000,20.0000,13782121.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.5990,100.0000,60.0000,20.0000,20.0000,13779301.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.5937,100.0000,60.0000,20.0000,20.0000,13778761.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.5483,100.0000,60.0000,20.0000,20.0000,13776241.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.5714,100.0000,60.0000,20.0000,20.0000,13775101.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.5293,100.0000,60.0000,20.0000,20.0000,13771921.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.6021,100.0000,60.0000,20.0000,20.0000,13769582.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,20.0000,0.7500,0.8000,8.0000,6.0000,NIL,7.4293,100.0000,60.0000,20.0000,20.0000,13764122.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
