Run,PTEV,PTES,Gamma,NumSlots,NumAttributes,MemorySize,MemoryEntropy,NumDaysBefore,NumDaysAfter,EventFrequency,RuminationFrequency,Time,ChunkV,Traumatic,ChunkSimilarity,BLL,IMAGINAL-ACTIVATION,RT
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4662,100.0000,60.0000,20.0000,0.0000,13775101.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4644,100.0000,60.0000,20.0000,0.0000,13773001.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.3892,100.0000,60.0000,20.0000,0.0000,13771202.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4479,100.0000,60.0000,20.0000,0.0000,13770541.0000,-0.0815,0.0000,0.5000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5158,100.0000,60.0000,20.0000,0.0000,13770301.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5244,100.0000,60.0000,20.0000,0.0000,13769582.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4137,100.0000,60.0000,20.0000,0.0000,13764122.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5124,100.0000,60.0000,20.0000,0.0000,13763641.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5220,100.0000,60.0000,20.0000,0.0000,13762741.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.3568,100.0000,60.0000,20.0000,0.0000,13755001.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.3544,100.0000,60.0000,20.0000,0.0000,13754881.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4978,100.0000,60.0000,20.0000,0.0000,13754521.0000,0.0917,0.0000,0.3750,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4543,100.0000,60.0000,20.0000,0.0000,13753201.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5714,100.0000,60.0000,20.0000,0.0000,13745101.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5383,100.0000,60.0000,20.0000,0.0000,13710481.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4953,100.0000,60.0000,20.0000,0.0000,13686422.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4215,100.0000,60.0000,20.0000,0.0000,13677781.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4107,100.0000,60.0000,20.0000,0.0000,13677181.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.2767,100.0000,60.0000,20.0000,0.0000,13675861.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4420,100.0000,60.0000,20.0000,0.0000,13675740.0000,0.6004,0.0000,0.3750,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4346,100.0000,60.0000,20.0000,0.0000,13672861.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.3979,100.0000,60.0000,20.0000,0.0000,13671961.0000,-0.2609,0.0000,0.6250,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4381,100.0000,60.0000,20.0000,0.0000,13671541.0000,-1.0148,0.0000,0.3750,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4102,100.0000,60.0000,20.0000,0.0000,13670341.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4580,100.0000,60.0000,20.0000,0.0000,13669081.0000,0.0598,0.0000,0.6250,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4615,100.0000,60.0000,20.0000,0.0000,13667161.0000,0.6154,0.0000,0.3750,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.2324,100.0000,60.0000,20.0000,0.0000,13663380.0000,0.2523,0.0000,0.5000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4592,100.0000,60.0000,20.0000,0.0000,13660861.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5451,100.0000,60.0000,20.0000,0.0000,13652701.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.5119,100.0000,60.0000,20.0000,0.0000,13614301.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4010,100.0000,60.0000,20.0000,0.0000,13596841.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4281,100.0000,60.0000,20.0000,0.0000,13595221.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4339,100.0000,60.0000,20.0000,0.0000,13593541.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4117,100.0000,60.0000,20.0000,0.0000,13592581.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.3829,100.0000,60.0000,20.0000,0.0000,13591861.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.2783,100.0000,60.0000,20.0000,0.0000,13590541.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4769,100.0000,60.0000,20.0000,0.0000,13590361.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4617,100.0000,60.0000,20.0000,0.0000,13586400.0000,0.0613,0.0000,0.3750,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4251,100.0000,60.0000,20.0000,0.0000,13582921.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4005,100.0000,60.0000,20.0000,0.0000,13581360.0000,0.6259,0.0000,0.5000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4672,100.0000,60.0000,20.0000,0.0000,13580581.0000,0.4189,0.0000,0.6250,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4735,100.0000,60.0000,20.0000,0.0000,13578361.0000,0.0000,0.0000,0.0000,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4378,100.0000,60.0000,20.0000,0.0000,13577101.0000,0.3091,0.0000,0.1250,0.5000,4.0000,0.0000
0.0000,1.0000,0.0000,0.9500,8.0000,4.0000,NIL,7.4589,100.0000,60.0000,20.0000,0.0000,13576441.0000,0.6117,0.0000,0.5000,0.5000,4.0000,0.0000
